sheet,workbook_row,source_layout,dataset,shot,method,rank,heads,lambda_o,loss,workbook_accuracy,workbook_log_file,match_mode,candidate_log_count,matched_log_path,matched_log_artifact_id,matched_log_accuracy,absolute_delta,status
num head scan ohsinglora,7,wide,caltech101,1,ohsinglora,4,4,,,94.0,,method_dataset_shot_config_filtered,7,data/old_result/results_logs_scan_ohsinglora/ohsinglora_caltech101_1shot_r4_h4.log,DATA-0318,94.0,0.0,accuracy_match
num head scan ohsinglora,7,wide,dtd,1,ohsinglora,4,4,,,54.96,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_dtd_1shot_r4_h4_lambda_o_0.03.log,DATA-0323,54.96,0.0,accuracy_match
num head scan ohsinglora,7,wide,ucf101,1,ohsinglora,4,4,,,75.68,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_ucf101_1shot_r4_h4.log,DATA-0353,75.68,0.0,accuracy_match
num head scan ohsinglora,9,wide,fgvc,4,lora,,,,,37.9,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_fgvc_4shot_ce_center_LAMBDA_O0.03.log,DATA-0691,38.61,0.7100000000000009,accuracy_mismatch
num head scan ohsinglora,9,wide,eurosat,4,lora,,,,,84.9,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_eurosat_4shot_arcface_LAMBDA_O0.03.log,DATA-0678,86.15,1.25,accuracy_mismatch
num head scan ohsinglora,9,wide,food101,4,lora,,,,,82.7,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_food101_4shot_ce_ls_LAMBDA_O0.03.log,DATA-0705,82.79,0.09000000000000341,accuracy_mismatch
num head scan ohsinglora,9,wide,oxford_pets,4,lora,,,,,91.0,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_oxford_pets_4shot_ce_LAMBDA_O0.03.log,DATA-0728,91.01,0.010000000000005116,accuracy_mismatch
num head scan ohsinglora,9,wide,oxford_flowers,4,lora,,,,,93.7,,method_dataset_shot,7,data/result_scan_loss/result_loss_loRA/lora_oxford_flowers_4shot.log,DATA-0645,93.67,0.030000000000001137,accuracy_mismatch
num head scan ohsinglora,9,wide,caltech101,4,lora,,,,,95.2,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_caltech101_4shot_ce_center_LAMBDA_O0.03.log,DATA-0655,95.42,0.21999999999999886,accuracy_mismatch
num head scan ohsinglora,9,wide,dtd,4,lora,,,,,63.8,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_dtd_4shot_ce_maxent_LAMBDA_O0.03.log,DATA-0670,64.01,0.21000000000000796,accuracy_mismatch
num head scan ohsinglora,9,wide,ucf101,4,lora,,,,,81.1,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_ucf101_4shot_cosface_LAMBDA_O0.03.log,DATA-0743,80.76,0.3399999999999892,accuracy_mismatch
num head scan ohsinglora,10,wide,fgvc,4,ohsinglora,2,1,,,38.34,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_4shot_r2_h1.log,DATA-0548,38.34,0.0,accuracy_match
num head scan ohsinglora,10,wide,eurosat,4,ohsinglora,2,1,,,87.98,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_4shot_r2_h1.log,DATA-0535,87.98,0.0,accuracy_match
num head scan ohsinglora,10,wide,food101,4,ohsinglora,2,1,,,84.16,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_4shot_r2_h1.log,DATA-0561,84.16,0.0,accuracy_match
num head scan ohsinglora,10,wide,oxford_pets,4,ohsinglora,2,1,,,91.96,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_4shot_r2_h1.log,DATA-0587,91.96,0.0,accuracy_match
num head scan ohsinglora,10,wide,oxford_flowers,4,ohsinglora,2,1,,,93.34,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_4shot_r2_h1.log,DATA-0574,93.34,0.0,accuracy_match
num head scan ohsinglora,10,wide,caltech101,4,ohsinglora,2,1,,,95.7,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_4shot_r2_h1.log,DATA-0509,95.7,0.0,accuracy_match
num head scan ohsinglora,10,wide,dtd,4,ohsinglora,2,1,,,64.89,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_4shot_r2_h1.log,DATA-0522,64.89,0.0,accuracy_match
num head scan ohsinglora,10,wide,ucf101,4,ohsinglora,2,1,,,80.41,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_4shot_r2_h1.log,DATA-0600,80.41,0.0,accuracy_match
num head scan ohsinglora,11,wide,fgvc,4,ohsinglora,2,2,,,38.61,,method_dataset_shot,11,data/result_scan_loss/results_logs_loss_ohsinglora/ohsinglora_fgvc_4shot_ce_LAMBDA_O0.03.log,DATA-0789,38.61,0.0,accuracy_match
num head scan ohsinglora,11,wide,eurosat,4,ohsinglora,2,2,,,89.06,,method_dataset_shot,22,data/result_scan_loss/results_logs_loss_ohsinglora/ohsinglora_eurosat_4shot_ce_LAMBDA_O0.03.log,DATA-0777,89.1,0.03999999999999204,accuracy_mismatch
num head scan ohsinglora,11,wide,food101,4,ohsinglora,2,2,,,84.3,,method_dataset_shot,11,data/old_result/results_logs_ohsinglora/ohsinglora_food101_4shot.log,DATA-0304,84.29,0.009999999999990905,accuracy_match
num head scan ohsinglora,11,wide,oxford_pets,4,ohsinglora,2,2,,,92.18,,method_dataset_shot,11,data/result_scan_loss/results_logs_loss_ohsinglora/ohsinglora_oxford_pets_4shot_ce_LAMBDA_O0.03.log,DATA-0825,92.2,0.01999999999999602,accuracy_mismatch
num head scan ohsinglora,11,wide,oxford_flowers,4,ohsinglora,2,2,,,93.3,,method_dataset_shot,11,data/old_result/results_logs_ohsinglora/ohsinglora_oxford_flowers_4shot.log,DATA-0307,93.3,0.0,accuracy_match
num head scan ohsinglora,11,wide,caltech101,4,ohsinglora,2,2,,,95.62,,method_dataset_shot,22,data/old_result/results_logs_ohsinglora/ohsinglora_caltech101_4shot.log,DATA-0292,95.62,0.0,accuracy_match
num head scan ohsinglora,11,wide,dtd,4,ohsinglora,2,2,,,65.72,,method_dataset_shot,11,data/old_result/results_logs_ohsinglora/ohsinglora_dtd_4shot.log,DATA-0295,65.72,0.0,accuracy_match
num head scan ohsinglora,11,wide,ucf101,4,ohsinglora,2,2,,,80.86,,method_dataset_shot,11,data/old_result/results_logs_ohsinglora/ohsinglora_ucf101_4shot.log,DATA-0313,80.86,0.0,accuracy_match
num head scan ohsinglora,12,wide,fgvc,4,ohsinglora,4,1,,,38.73,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_4shot_heads1.log,DATA-0545,38.73,0.0,accuracy_match
num head scan ohsinglora,12,wide,eurosat,4,ohsinglora,4,1,,,87.85,,method_dataset_shot_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_eurosat_4shot_R4_H1_Lo0.log,DATA-0896,87.47,0.37999999999999545,accuracy_mismatch
num head scan ohsinglora,12,wide,food101,4,ohsinglora,4,1,,,83.99,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_4shot_heads1.log,DATA-0558,83.99,0.0,accuracy_match
num head scan ohsinglora,12,wide,oxford_pets,4,ohsinglora,4,1,,,91.74,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_4shot_heads1.log,DATA-0584,91.74,0.0,accuracy_match
num head scan ohsinglora,12,wide,oxford_flowers,4,ohsinglora,4,1,,,93.83,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_4shot_heads1.log,DATA-0571,93.83,0.0,accuracy_match
num head scan ohsinglora,12,wide,caltech101,4,ohsinglora,4,1,,,95.5,,method_dataset_shot_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_4shot_R4_H1_Lo0.log,DATA-0863,95.5,0.0,accuracy_match
num head scan ohsinglora,12,wide,dtd,4,ohsinglora,4,1,,,66.55,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_4shot_heads1.log,DATA-0519,66.55,0.0,accuracy_match
num head scan ohsinglora,12,wide,ucf101,4,ohsinglora,4,1,,,80.86,,method_dataset_shot,11,data/old_result/results_logs_ohsinglora/ohsinglora_ucf101_4shot.log,DATA-0313,80.86,0.0,accuracy_match
num head scan ohsinglora,13,wide,fgvc,4,ohsinglora,4,2,,,38.4,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_4shot_heads2.log,DATA-0546,38.4,0.0,accuracy_match
num head scan ohsinglora,13,wide,eurosat,4,ohsinglora,4,2,,,88.57,,method_dataset_shot_config_filtered,5,data/results_ablation_heads_lambda/ohsinglora_eurosat_4shot_R4_H2_Lo0.03.log,DATA-0898,88.57,0.0,accuracy_match
num head scan ohsinglora,13,wide,food101,4,ohsinglora,4,2,,,84.01,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_4shot_heads2.log,DATA-0559,84.01,0.0,accuracy_match
num head scan ohsinglora,13,wide,oxford_pets,4,ohsinglora,4,2,,,91.99,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_4shot_heads2.log,DATA-0585,91.99,0.0,accuracy_match
num head scan ohsinglora,13,wide,oxford_flowers,4,ohsinglora,4,2,,,93.67,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_4shot_heads2.log,DATA-0572,93.67,0.0,accuracy_match
num head scan ohsinglora,13,wide,caltech101,4,ohsinglora,4,2,,,95.29,,method_dataset_shot_config_filtered,5,data/results_ablation_heads_lambda/ohsinglora_caltech101_4shot_R4_H2_Lo0.01.log,DATA-0864,95.29,0.0,accuracy_match
num head scan ohsinglora,13,wide,dtd,4,ohsinglora,4,2,,,65.48,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_4shot_heads2.log,DATA-0520,65.48,0.0,accuracy_match
num head scan ohsinglora,13,wide,ucf101,4,ohsinglora,4,2,,,80.86,,method_dataset_shot,11,data/old_result/results_logs_ohsinglora/ohsinglora_ucf101_4shot.log,DATA-0313,80.86,0.0,accuracy_match
num head scan ohsinglora,14,wide,fgvc,4,ohsinglora,4,4,,,39.93,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_4shot_heads4.log,DATA-0547,39.93,0.0,accuracy_match
num head scan ohsinglora,14,wide,eurosat,4,ohsinglora,4,4,,,87.84,,method_dataset_shot_config_filtered,5,data/results_ablation_heads_lambda/ohsinglora_eurosat_4shot_R4_H4_Lo0.01.log,DATA-0902,87.83,0.010000000000005116,accuracy_mismatch
num head scan ohsinglora,14,wide,food101,4,ohsinglora,4,4,,,84.06,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_4shot_heads4.log,DATA-0560,84.06,0.0,accuracy_match
num head scan ohsinglora,14,wide,oxford_pets,4,ohsinglora,4,4,,,91.63,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_4shot_heads4.log,DATA-0586,91.63,0.0,accuracy_match
num head scan ohsinglora,14,wide,oxford_flowers,4,ohsinglora,4,4,,,93.91,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_4shot_heads4.log,DATA-0573,93.91,0.0,accuracy_match
num head scan ohsinglora,14,wide,caltech101,4,ohsinglora,4,4,,,95.25,,method_dataset_shot_config_filtered,5,data/results_ablation_heads_lambda/ohsinglora_caltech101_4shot_R4_H4_Lo0.03.log,DATA-0870,95.25,0.0,accuracy_match
num head scan ohsinglora,14,wide,dtd,4,ohsinglora,4,4,,,66.08,,method_dataset_shot,11,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_4shot_heads4.log,DATA-0521,66.08,0.0,accuracy_match
num head scan ohsinglora,14,wide,ucf101,4,ohsinglora,4,4,,,81.92,,method_dataset_shot,11,data/result_scan_loss/results_logs_loss_ohsinglora/ohsinglora_ucf101_4shot_ce_LAMBDA_O0.03.log,DATA-0837,80.91,1.0100000000000051,accuracy_mismatch
num head scan ohsinglora,16,wide,fgvc,16,lora,,,,,54.97,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_fgvc_16shot.log,DATA-0466,54.97,0.0,accuracy_match
num head scan ohsinglora,16,wide,eurosat,16,lora,,,,,91.25,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_eurosat_16shot.log,DATA-0463,91.25,0.0,accuracy_match
num head scan ohsinglora,16,wide,food101,16,lora,,,,,84.55,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_food101_16shot.log,DATA-0469,84.55,0.0,accuracy_match
num head scan ohsinglora,16,wide,oxford_pets,16,lora,,,,,92.53,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_oxford_pets_16shot.log,DATA-0473,92.53,0.0,accuracy_match
num head scan ohsinglora,16,wide,oxford_flowers,16,lora,,,,,97.93,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_oxford_flowers_16shot.log,DATA-0471,97.93,0.0,accuracy_match
num head scan ohsinglora,16,wide,caltech101,16,lora,,,,,96.31,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_caltech101_16shot.log,DATA-0457,96.31,0.0,accuracy_match
num head scan ohsinglora,16,wide,dtd,16,lora,,,,,72.28,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_dtd_16shot.log,DATA-0460,72.28,0.0,accuracy_match
num head scan ohsinglora,16,wide,ucf101,16,lora,,,,,86.36,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_ucf101_16shot.log,DATA-0475,86.36,0.0,accuracy_match
num head scan ohsinglora,17,wide,fgvc,16,ohsinglora,2,1,,,54.01,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_16shot_R2_Head1.log,DATA-0536,54.01,0.0,accuracy_match
num head scan ohsinglora,17,wide,eurosat,16,ohsinglora,2,1,,,91.59,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_16shot_R2_Head1.log,DATA-0523,91.59,0.0,accuracy_match
num head scan ohsinglora,17,wide,food101,16,ohsinglora,2,1,,,85.0,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_16shot_R2_Head1.log,DATA-0549,85.0,0.0,accuracy_match
num head scan ohsinglora,17,wide,oxford_pets,16,ohsinglora,2,1,,,93.21,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_16shot_R2_Head1.log,DATA-0575,93.21,0.0,accuracy_match
num head scan ohsinglora,17,wide,oxford_flowers,16,ohsinglora,2,1,,,97.97,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_16shot_R2_Head1.log,DATA-0562,97.97,0.0,accuracy_match
num head scan ohsinglora,17,wide,caltech101,16,ohsinglora,2,1,,,96.47,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_16shot_R2_Head1.log,DATA-0497,96.47,0.0,accuracy_match
num head scan ohsinglora,17,wide,dtd,16,ohsinglora,2,1,,,72.4,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_16shot_R2_Head1.log,DATA-0510,72.4,0.0,accuracy_match
num head scan ohsinglora,17,wide,ucf101,16,ohsinglora,2,1,,,86.15,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_16shot_R2_Head1.log,DATA-0588,86.15,0.0,accuracy_match
num head scan ohsinglora,18,wide,fgvc,16,ohsinglora,2,2,,,54.97,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_fgvc_16shot_lambda_o_0.03.log,DATA-0483,54.97,0.0,accuracy_match
num head scan ohsinglora,18,wide,eurosat,16,ohsinglora,2,2,,,91.75,,method_dataset_shot,17,data/result_new/results_logs_check_ohsinglora/ohsinglora_eurosat_16shot_lambda_o_0.03.log,DATA-0481,91.75,0.0,accuracy_match
num head scan ohsinglora,18,wide,food101,16,ohsinglora,2,2,,,85.08,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_food101_16shot_lambda_o_0.03.log,DATA-0485,85.08,0.0,accuracy_match
num head scan ohsinglora,18,wide,oxford_pets,16,ohsinglora,2,2,,,92.91,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_oxford_pets_16shot_lambda_o_0.03.log,DATA-0489,92.91,0.0,accuracy_match
num head scan ohsinglora,18,wide,oxford_flowers,16,ohsinglora,2,2,,,98.09,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_oxford_flowers_16shot_lambda_o_0.03.log,DATA-0487,98.09,0.0,accuracy_match
num head scan ohsinglora,18,wide,caltech101,16,ohsinglora,2,2,,,96.63,,method_dataset_shot,17,data/result_new/results_logs_check_ohsinglora/ohsinglora_caltech101_16shot_lambda_o_0.03.log,DATA-0477,96.63,0.0,accuracy_match
num head scan ohsinglora,18,wide,dtd,16,ohsinglora,2,2,,,73.58,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_dtd_16shot_lambda_o_0.03.log,DATA-0479,73.58,0.0,accuracy_match
num head scan ohsinglora,18,wide,ucf101,16,ohsinglora,2,2,,,85.7,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_ucf101_16shot_lambda_o_0.03.log,DATA-0491,85.7,0.0,accuracy_match
num head scan ohsinglora,19,wide,fgvc,16,ohsinglora,4,1,,,54.49,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_16shot_R4_Head1.log,DATA-0537,54.49,0.0,accuracy_match
num head scan ohsinglora,19,wide,eurosat,16,ohsinglora,4,1,,,90.96,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_16shot_R4_Head1.log,DATA-0524,90.96,0.0,accuracy_match
num head scan ohsinglora,19,wide,food101,16,ohsinglora,4,1,,,85.19,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_16shot_R4_Head1.log,DATA-0550,85.19,0.0,accuracy_match
num head scan ohsinglora,19,wide,oxford_pets,16,ohsinglora,4,1,,,92.64,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_16shot_R4_Head1.log,DATA-0576,92.64,0.0,accuracy_match
num head scan ohsinglora,19,wide,oxford_flowers,16,ohsinglora,4,1,,,97.85,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_16shot_R4_Head1.log,DATA-0563,97.85,0.0,accuracy_match
num head scan ohsinglora,19,wide,caltech101,16,ohsinglora,4,1,,,96.31,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_16shot_R4_Head1.log,DATA-0498,96.31,0.0,accuracy_match
num head scan ohsinglora,19,wide,dtd,16,ohsinglora,4,1,,,72.7,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_16shot_R4_Head1.log,DATA-0511,72.7,0.0,accuracy_match
num head scan ohsinglora,19,wide,ucf101,16,ohsinglora,4,1,,,86.04,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_16shot_R4_Head1.log,DATA-0589,86.04,0.0,accuracy_match
num head scan ohsinglora,20,wide,fgvc,16,ohsinglora,4,2,,,55.51,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_16shot_R4_Head2.log,DATA-0538,55.51,0.0,accuracy_match
num head scan ohsinglora,20,wide,eurosat,16,ohsinglora,4,2,,,91.63,,method_dataset_shot_config_filtered,6,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_16shot_R4_Head2.log,DATA-0525,91.63,0.0,accuracy_match
num head scan ohsinglora,20,wide,food101,16,ohsinglora,4,2,,,84.65,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_16shot_R4_Head2.log,DATA-0551,84.65,0.0,accuracy_match
num head scan ohsinglora,20,wide,oxford_pets,16,ohsinglora,4,2,,,92.5,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_16shot_R4_Head2.log,DATA-0577,92.5,0.0,accuracy_match
num head scan ohsinglora,20,wide,oxford_flowers,16,ohsinglora,4,2,,,97.77,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_16shot_R4_Head2.log,DATA-0564,97.77,0.0,accuracy_match
num head scan ohsinglora,20,wide,caltech101,16,ohsinglora,4,2,,,96.19,,method_dataset_shot_config_filtered,6,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_16shot_R4_Head2.log,DATA-0499,96.19,0.0,accuracy_match
num head scan ohsinglora,20,wide,dtd,16,ohsinglora,4,2,,,72.93,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_16shot_R4_Head2.log,DATA-0512,72.93,0.0,accuracy_match
num head scan ohsinglora,20,wide,ucf101,16,ohsinglora,4,2,,,86.52,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_16shot_R4_Head2.log,DATA-0590,86.52,0.0,accuracy_match
num head scan ohsinglora,21,wide,fgvc,16,ohsinglora,4,4,,,56.17,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_16shot_R4_Head4.log,DATA-0539,56.17,0.0,accuracy_match
num head scan ohsinglora,21,wide,eurosat,16,ohsinglora,4,4,,,90.62,,method_dataset_shot_config_filtered,6,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_16shot_R4_Head4.log,DATA-0526,90.62,0.0,accuracy_match
num head scan ohsinglora,21,wide,food101,16,ohsinglora,4,4,,,85.07,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_16shot_R4_Head4.log,DATA-0552,85.07,0.0,accuracy_match
num head scan ohsinglora,21,wide,oxford_pets,16,ohsinglora,4,4,,,92.56,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_16shot_R4_Head4.log,DATA-0578,92.56,0.0,accuracy_match
num head scan ohsinglora,21,wide,oxford_flowers,16,ohsinglora,4,4,,,97.85,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_16shot_R4_Head4.log,DATA-0565,97.85,0.0,accuracy_match
num head scan ohsinglora,21,wide,caltech101,16,ohsinglora,4,4,,,96.55,,method_dataset_shot_config_filtered,6,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_16shot_R4_Head4.log,DATA-0500,96.55,0.0,accuracy_match
num head scan ohsinglora,21,wide,dtd,16,ohsinglora,4,4,,,73.29,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_16shot_R4_Head4.log,DATA-0513,73.29,0.0,accuracy_match
num head scan ohsinglora,21,wide,ucf101,16,ohsinglora,4,4,,,85.99,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_16shot_R4_Head4.log,DATA-0591,85.99,0.0,accuracy_match
Sensitivity,2,long,caltech101,1,ohsinglora,4,1,0.0,,93.83,ohsinglora_caltech101_1shot_R4_H1_Lo0.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H1_Lo0.log,DATA-0852,93.83,0.0,accuracy_match
Sensitivity,3,long,caltech101,1,ohsinglora,4,2,0.0,,94.16,ohsinglora_caltech101_1shot_R4_H2_Lo0.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H2_Lo0.log,DATA-0857,94.16,0.0,accuracy_match
Sensitivity,4,long,caltech101,1,ohsinglora,4,2,0.01,,94.16,ohsinglora_caltech101_1shot_R4_H2_Lo0.01.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H2_Lo0.01.log,DATA-0853,94.16,0.0,accuracy_match
Sensitivity,5,long,caltech101,1,ohsinglora,4,2,0.03,,94.16,ohsinglora_caltech101_1shot_R4_H2_Lo0.03.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H2_Lo0.03.log,DATA-0854,94.16,0.0,accuracy_match
Sensitivity,6,long,caltech101,1,ohsinglora,4,2,0.05,,94.16,ohsinglora_caltech101_1shot_R4_H2_Lo0.05.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H2_Lo0.05.log,DATA-0855,94.16,0.0,accuracy_match
Sensitivity,7,long,caltech101,1,ohsinglora,4,2,0.1,,94.16,ohsinglora_caltech101_1shot_R4_H2_Lo0.1.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H2_Lo0.1.log,DATA-0856,94.16,0.0,accuracy_match
Sensitivity,8,long,caltech101,1,ohsinglora,4,4,0.0,,94.0,ohsinglora_caltech101_1shot_R4_H4_Lo0.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H4_Lo0.log,DATA-0862,94.0,0.0,accuracy_match
Sensitivity,9,long,caltech101,1,ohsinglora,4,4,0.01,,93.96,ohsinglora_caltech101_1shot_R4_H4_Lo0.01.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H4_Lo0.01.log,DATA-0858,93.96,0.0,accuracy_match
Sensitivity,10,long,caltech101,1,ohsinglora,4,4,0.03,,94.0,ohsinglora_caltech101_1shot_R4_H4_Lo0.03.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H4_Lo0.03.log,DATA-0859,94.0,0.0,accuracy_match
Sensitivity,11,long,caltech101,1,ohsinglora,4,4,0.05,,94.04,ohsinglora_caltech101_1shot_R4_H4_Lo0.05.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H4_Lo0.05.log,DATA-0860,94.04,0.0,accuracy_match
Sensitivity,12,long,caltech101,1,ohsinglora,4,4,0.1,,94.0,ohsinglora_caltech101_1shot_R4_H4_Lo0.1.log,log_file_config_filtered,1,data/results_ablation_heads_lambda/ohsinglora_caltech101_1shot_R4_H4_Lo0.1.log,DATA-0861,94.0,0.0,accuracy_match
