sheet,workbook_row,source_layout,dataset,shot,method,rank,heads,lambda_o,loss,workbook_accuracy,workbook_log_file,match_mode,candidate_log_count,matched_log_path,matched_log_artifact_id,matched_log_accuracy,absolute_delta,status
ohsinglora,59,wide,eurosat,16,gmhsinglora,2,,,,91.58,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_eurosat_16shot.log,DATA-0193,91.58,0.0,accuracy_match
ohsinglora,59,wide,food101,16,gmhsinglora,2,,,,85.0,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_food101_16shot.log,DATA-0225,85.0,0.0,accuracy_match
ohsinglora,59,wide,oxford_pets,16,gmhsinglora,2,,,,93.08,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_oxford_pets_16shot.log,DATA-0257,93.08,0.0,accuracy_match
ohsinglora,59,wide,oxford_flowers,16,gmhsinglora,2,,,,98.29,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_oxford_flowers_16shot.log,DATA-0241,98.29,0.0,accuracy_match
ohsinglora,59,wide,caltech101,16,gmhsinglora,2,,,,96.43,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_caltech101_16shot.log,DATA-0161,96.43,0.0,accuracy_match
ohsinglora,59,wide,dtd,16,gmhsinglora,2,,,,73.29,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_dtd_16shot.log,DATA-0177,73.29,0.0,accuracy_match
ohsinglora,59,wide,ucf101,16,gmhsinglora,2,,,,85.65,,method_dataset_shot,2,data/old_result/results_logs_gmhsinglora/gmhsinglora_ucf101_16shot.log,DATA-0273,85.65,0.0,accuracy_match
ohsinglora,60,wide,fgvc,16,ohsinglora,2,,,,55.21,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_16shot_R2_Head1.log,DATA-0536,54.01,1.2000000000000028,accuracy_mismatch
ohsinglora,60,wide,eurosat,16,ohsinglora,2,,,,91.79,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_16shot_R2_Head1.log,DATA-0523,91.59,0.20000000000000284,accuracy_mismatch
ohsinglora,60,wide,food101,16,ohsinglora,2,,,,85.04,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_16shot_R2_Head1.log,DATA-0549,85.0,0.04000000000000625,accuracy_mismatch
ohsinglora,60,wide,oxford_pets,16,ohsinglora,2,,,,92.97,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_16shot_R2_Head1.log,DATA-0575,93.21,0.23999999999999488,accuracy_mismatch
ohsinglora,60,wide,oxford_flowers,16,ohsinglora,2,,,,98.21,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_16shot_R2_Head1.log,DATA-0562,97.97,0.23999999999999488,accuracy_mismatch
ohsinglora,60,wide,caltech101,16,ohsinglora,2,,,,96.59,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_16shot_R2_Head1.log,DATA-0497,96.47,0.12000000000000455,accuracy_mismatch
ohsinglora,60,wide,dtd,16,ohsinglora,2,,,,73.17,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_16shot_R2_Head1.log,DATA-0510,72.4,0.769999999999996,accuracy_mismatch
ohsinglora,60,wide,ucf101,16,ohsinglora,2,,,,85.67,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_16shot_R2_Head1.log,DATA-0588,86.15,0.480000000000004,accuracy_mismatch
ohsinglora,61,wide,fgvc,16,ohsinglora,2,,,,54.97,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_16shot_R2_Head1.log,DATA-0536,54.01,0.9600000000000009,accuracy_mismatch
ohsinglora,61,wide,eurosat,16,ohsinglora,2,,,,91.75,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_16shot_R2_Head1.log,DATA-0523,91.59,0.1599999999999966,accuracy_mismatch
ohsinglora,61,wide,food101,16,ohsinglora,2,,,,85.08,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_16shot_R2_Head1.log,DATA-0549,85.0,0.0799999999999983,accuracy_mismatch
ohsinglora,61,wide,oxford_pets,16,ohsinglora,2,,,,92.91,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_16shot_R2_Head1.log,DATA-0575,93.21,0.29999999999999716,accuracy_mismatch
ohsinglora,61,wide,oxford_flowers,16,ohsinglora,2,,,,98.09,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_16shot_R2_Head1.log,DATA-0562,97.97,0.12000000000000455,accuracy_mismatch
ohsinglora,61,wide,caltech101,16,ohsinglora,2,,,,96.63,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_16shot_R2_Head1.log,DATA-0497,96.47,0.1599999999999966,accuracy_mismatch
ohsinglora,61,wide,dtd,16,ohsinglora,2,,,,73.58,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_16shot_R2_Head1.log,DATA-0510,72.4,1.1799999999999926,accuracy_mismatch
ohsinglora,61,wide,ucf101,16,ohsinglora,2,,,,85.7,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_16shot_R2_Head1.log,DATA-0588,86.15,0.45000000000000284,accuracy_mismatch
ohsinglora,83,wide,fgvc,1,lora,,,,,28.71,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_fgvc_1shot.log,DATA-0467,28.71,0.0,accuracy_match
ohsinglora,83,wide,eurosat,1,lora,,,,,72.88,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_eurosat_1shot.log,DATA-0464,72.88,0.0,accuracy_match
ohsinglora,83,wide,food101,1,lora,,,,,85.08,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_food101_1shot.log,DATA-0470,85.08,0.0,accuracy_match
ohsinglora,83,wide,oxford_pets,1,lora,,,,,91.52,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_oxford_pets_1shot.log,DATA-0474,91.52,0.0,accuracy_match
ohsinglora,83,wide,oxford_flowers,1,lora,,,,,83.35,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_oxford_flowers_1shot.log,DATA-0472,83.35,0.0,accuracy_match
ohsinglora,83,wide,caltech101,1,lora,,,,,93.67,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_caltech101_1shot.log,DATA-0458,93.67,0.0,accuracy_match
ohsinglora,83,wide,dtd,1,lora,,,,,54.61,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_dtd_1shot.log,DATA-0461,54.61,0.0,accuracy_match
ohsinglora,83,wide,ucf101,1,lora,,,,,76.29,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_ucf101_1shot.log,DATA-0476,76.29,0.0,accuracy_match
ohsinglora,84,wide,fgvc,1,ohsinglora,,,,,29.73,,method_dataset_shot,18,data/old_result/results_logs_scan_ohsinglora/ohsinglora_fgvc_1shot_r2_h1_lambda_o_0.03.log,DATA-0329,29.73,0.0,accuracy_match
ohsinglora,84,wide,eurosat,1,ohsinglora,,,,,72.77,,method_dataset_shot,29,data/old_result/results_logs_scan_ohsinglora/ohsinglora_eurosat_1shot_r2_h2_lambda_o_0.03.log,DATA-0325,72.77,0.0,accuracy_match
ohsinglora,84,wide,food101,1,ohsinglora,,,,,85.49,,method_dataset_shot,18,data/result_new/results_logs_check_ohsinglora/ohsinglora_food101_1shot.log,DATA-0486,85.49,0.0,accuracy_match
ohsinglora,84,wide,oxford_pets,1,ohsinglora,,,,,92.34,,method_dataset_shot,18,data/result_new/results_logs_check_ohsinglora/ohsinglora_oxford_pets_1shot.log,DATA-0490,92.34,0.0,accuracy_match
ohsinglora,84,wide,oxford_flowers,1,ohsinglora,,,,,82.79,,method_dataset_shot,18,data/old_result/results_logs_ohsinglora/ohsinglora_oxford_flowers_1shot.log,DATA-0306,82.79,0.0,accuracy_match
ohsinglora,84,wide,caltech101,1,ohsinglora,,,,,94.24,,method_dataset_shot,29,data/old_result/results_logs_scan_ohsinglora/ohsinglora_caltech101_1shot_r2_h2.log,DATA-0315,94.24,0.0,accuracy_match
ohsinglora,84,wide,dtd,1,ohsinglora,,,,,54.91,,method_dataset_shot,18,data/old_result/results_logs_scan_ohsinglora/ohsinglora_dtd_1shot_r2_h2_lambda_o_0.03.log,DATA-0320,54.91,0.0,accuracy_match
ohsinglora,84,wide,ucf101,1,ohsinglora,,,,,75.6,,method_dataset_shot,18,data/old_result/results_logs_scan_ohsinglora/ohsinglora_ucf101_1shot_r2_h2.log,DATA-0350,75.6,0.0,accuracy_match
ohsinglora,98,wide,fgvc,4,lora,,,,,39.15,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_fgvc_4shot.log,DATA-0468,39.15,0.0,accuracy_match
ohsinglora,98,wide,eurosat,4,lora,,,,,87.49,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_eurosat_4shot.log,DATA-0465,87.49,0.0,accuracy_match
ohsinglora,98,wide,food101,4,lora,,,,,83.72,,method_dataset_shot,7,data/result_scan_loss/result_loss_loRA/lora_food101_4shot.log,DATA-0644,83.72,0.0,accuracy_match
ohsinglora,98,wide,oxford_pets,4,lora,,,,,91.06,,method_dataset_shot,7,data/result_scan_loss/result_loss_loRA/lora_oxford_pets_4shot.log,DATA-0646,91.06,0.0,accuracy_match
ohsinglora,98,wide,oxford_flowers,4,lora,,,,,93.67,,method_dataset_shot,7,data/result_scan_loss/result_loss_loRA/lora_oxford_flowers_4shot.log,DATA-0645,93.67,0.0,accuracy_match
ohsinglora,98,wide,caltech101,4,lora,,,,,95.58,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_caltech101_4shot.log,DATA-0459,95.58,0.0,accuracy_match
ohsinglora,98,wide,dtd,4,lora,,,,,65.19,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_dtd_4shot.log,DATA-0462,65.19,0.0,accuracy_match
ohsinglora,98,wide,ucf101,4,lora,,,,,80.39,,method_dataset_shot,7,data/result_scan_loss/result_loss_loRA/lora_ucf101_4shot.log,DATA-0647,80.39,0.0,accuracy_match
ohsinglora,99,wide,fgvc,4,ohsinglora,2,,,,38.61,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_fgvc_4shot_r2_h1.log,DATA-0548,38.34,0.269999999999996,accuracy_mismatch
ohsinglora,99,wide,eurosat,4,ohsinglora,2,,,,89.06,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_eurosat_4shot_r2_h1.log,DATA-0535,87.98,1.0799999999999983,accuracy_mismatch
ohsinglora,99,wide,food101,4,ohsinglora,2,,,,84.3,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_4shot_r2_h1.log,DATA-0561,84.16,0.14000000000000057,accuracy_mismatch
ohsinglora,99,wide,oxford_pets,4,ohsinglora,2,,,,92.18,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_4shot_r2_h1.log,DATA-0587,91.96,0.22000000000001307,accuracy_mismatch
ohsinglora,99,wide,oxford_flowers,4,ohsinglora,2,,,,93.3,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_4shot_r2_h1.log,DATA-0574,93.34,0.04000000000000625,accuracy_mismatch
ohsinglora,99,wide,caltech101,4,ohsinglora,2,,,,95.62,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_caltech101_4shot_r2_h1.log,DATA-0509,95.7,0.0799999999999983,accuracy_mismatch
ohsinglora,99,wide,dtd,4,ohsinglora,2,,,,65.72,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_dtd_4shot_r2_h1.log,DATA-0522,64.89,0.8299999999999983,accuracy_mismatch
ohsinglora,99,wide,ucf101,4,ohsinglora,2,,,,80.86,,method_dataset_shot_config_filtered,1,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_ucf101_4shot_r2_h1.log,DATA-0600,80.41,0.45000000000000284,accuracy_mismatch
ohsinglora,113,wide,fgvc,16,lora,,,,,54.97,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_fgvc_16shot.log,DATA-0466,54.97,0.0,accuracy_match
ohsinglora,113,wide,eurosat,16,lora,,,,,91.25,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_eurosat_16shot.log,DATA-0463,91.25,0.0,accuracy_match
ohsinglora,113,wide,food101,16,lora,,,,,84.55,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_food101_16shot.log,DATA-0469,84.55,0.0,accuracy_match
ohsinglora,113,wide,oxford_pets,16,lora,,,,,92.53,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_oxford_pets_16shot.log,DATA-0473,92.53,0.0,accuracy_match
ohsinglora,113,wide,oxford_flowers,16,lora,,,,,97.93,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_oxford_flowers_16shot.log,DATA-0471,97.93,0.0,accuracy_match
ohsinglora,113,wide,caltech101,16,lora,,,,,96.31,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_caltech101_16shot.log,DATA-0457,96.31,0.0,accuracy_match
ohsinglora,113,wide,dtd,16,lora,,,,,72.28,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_dtd_16shot.log,DATA-0460,72.28,0.0,accuracy_match
ohsinglora,113,wide,ucf101,16,lora,,,,,86.36,,method_dataset_shot,1,data/result_new/results_logs_check_lora/lora_ucf101_16shot.log,DATA-0475,86.36,0.0,accuracy_match
ohsinglora,114,wide,fgvc,16,ohsinglora,,,,,54.97,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_fgvc_16shot_lambda_o_0.03.log,DATA-0483,54.97,0.0,accuracy_match
ohsinglora,114,wide,eurosat,16,ohsinglora,,,,,91.75,,method_dataset_shot,17,data/result_new/results_logs_check_ohsinglora/ohsinglora_eurosat_16shot_lambda_o_0.03.log,DATA-0481,91.75,0.0,accuracy_match
ohsinglora,114,wide,food101,16,ohsinglora,,,,,85.08,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_food101_16shot_lambda_o_0.03.log,DATA-0485,85.08,0.0,accuracy_match
ohsinglora,114,wide,oxford_pets,16,ohsinglora,,,,,92.91,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_oxford_pets_16shot_lambda_o_0.03.log,DATA-0489,92.91,0.0,accuracy_match
ohsinglora,114,wide,oxford_flowers,16,ohsinglora,,,,,98.09,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_oxford_flowers_16shot_lambda_o_0.03.log,DATA-0487,98.09,0.0,accuracy_match
ohsinglora,114,wide,caltech101,16,ohsinglora,,,,,96.63,,method_dataset_shot,17,data/result_new/results_logs_check_ohsinglora/ohsinglora_caltech101_16shot_lambda_o_0.03.log,DATA-0477,96.63,0.0,accuracy_match
ohsinglora,114,wide,dtd,16,ohsinglora,,,,,73.58,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_dtd_16shot_lambda_o_0.03.log,DATA-0479,73.58,0.0,accuracy_match
ohsinglora,114,wide,ucf101,16,ohsinglora,,,,,85.7,,method_dataset_shot,6,data/result_new/results_logs_check_ohsinglora/ohsinglora_ucf101_16shot_lambda_o_0.03.log,DATA-0491,85.7,0.0,accuracy_match
num head scan ohsinglora,2,wide,fgvc,1,lora,,,,,30.2,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_fgvc_1shot_ce_maxent_LAMBDA_O0.03.log,DATA-0688,28.92,1.2799999999999976,accuracy_mismatch
num head scan ohsinglora,2,wide,eurosat,1,lora,,,,,72.3,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_eurosat_1shot_ce_maxent_LAMBDA_O0.03.log,DATA-0676,71.95,0.3499999999999943,accuracy_mismatch
num head scan ohsinglora,2,wide,food101,1,lora,,,,,84.3,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_food101_1shot_ce_ls_LAMBDA_O0.03.log,DATA-0699,84.56,0.2600000000000051,accuracy_mismatch
num head scan ohsinglora,2,wide,oxford_pets,1,lora,,,,,92.3,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_oxford_pets_1shot_ce_maxent_LAMBDA_O0.03.log,DATA-0724,91.91,0.39000000000000057,accuracy_mismatch
num head scan ohsinglora,2,wide,oxford_flowers,1,lora,,,,,83.2,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_oxford_flowers_1shot.log,DATA-0472,83.35,0.14999999999999147,accuracy_mismatch
num head scan ohsinglora,2,wide,caltech101,1,lora,,,,,93.7,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_caltech101_1shot_ce_maxent_LAMBDA_O0.03.log,DATA-0652,93.71,0.009999999999990905,accuracy_match
num head scan ohsinglora,2,wide,dtd,1,lora,,,,,54.3,,method_dataset_shot,7,data/result_scan_loss/results_logs_loss_lora/lora_dtd_1shot_ce_maxent_LAMBDA_O0.03.log,DATA-0664,54.2,0.09999999999999432,accuracy_mismatch
num head scan ohsinglora,2,wide,ucf101,1,lora,,,,,76.3,,method_dataset_shot,7,data/result_new/results_logs_check_lora/lora_ucf101_1shot.log,DATA-0476,76.29,0.009999999999990905,accuracy_match
num head scan ohsinglora,3,wide,fgvc,1,ohsinglora,2,1,,,29.73,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_fgvc_1shot_r2_h1_lambda_o_0.03.log,DATA-0329,29.73,0.0,accuracy_match
num head scan ohsinglora,3,wide,eurosat,1,ohsinglora,2,1,,,71.37,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_eurosat_1shot_r2_h1_lambda_o_0.03.log,DATA-0324,71.37,0.0,accuracy_match
num head scan ohsinglora,3,wide,food101,1,ohsinglora,2,1,,,85.53,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_food101_1shot_r2_h1.log,DATA-0334,85.53,0.0,accuracy_match
num head scan ohsinglora,3,wide,oxford_pets,1,ohsinglora,2,1,,,92.91,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_1shot_r2_h1.log,DATA-0579,92.91,0.0,accuracy_match
num head scan ohsinglora,3,wide,oxford_flowers,1,ohsinglora,2,1,,,80.51,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_1shot_r2_h1.log,DATA-0566,80.51,0.0,accuracy_match
num head scan ohsinglora,3,wide,caltech101,1,ohsinglora,2,1,,,94.12,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_caltech101_1shot_r2_h1.log,DATA-0314,94.12,0.0,accuracy_match
num head scan ohsinglora,3,wide,dtd,1,ohsinglora,2,1,,,54.73,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_dtd_1shot_r2_h1_lambda_o_0.03.log,DATA-0319,54.73,0.0,accuracy_match
num head scan ohsinglora,3,wide,ucf101,1,ohsinglora,2,1,,,75.65,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_ucf101_1shot_r2_h1.log,DATA-0349,75.65,0.0,accuracy_match
num head scan ohsinglora,4,wide,fgvc,1,ohsinglora,2,2,,,29.73,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_fgvc_1shot_r2_h2_lambda_o_0.03.log,DATA-0330,29.73,0.0,accuracy_match
num head scan ohsinglora,4,wide,eurosat,1,ohsinglora,2,2,,,72.77,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_eurosat_1shot_r2_h2_lambda_o_0.03.log,DATA-0325,72.77,0.0,accuracy_match
num head scan ohsinglora,4,wide,food101,1,ohsinglora,2,2,,,85.49,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_1shot_r2_h2.log,DATA-0554,85.49,0.0,accuracy_match
num head scan ohsinglora,4,wide,oxford_pets,1,ohsinglora,2,2,,,92.34,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_1shot_r2_h2.log,DATA-0580,92.34,0.0,accuracy_match
num head scan ohsinglora,4,wide,oxford_flowers,1,ohsinglora,2,2,,,82.79,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_1shot_r2_h2.log,DATA-0567,82.79,0.0,accuracy_match
num head scan ohsinglora,4,wide,caltech101,1,ohsinglora,2,2,,,94.24,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_caltech101_1shot_r2_h2.log,DATA-0315,94.24,0.0,accuracy_match
num head scan ohsinglora,4,wide,dtd,1,ohsinglora,2,2,,,54.91,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_dtd_1shot_r2_h2_lambda_o_0.03.log,DATA-0320,54.91,0.0,accuracy_match
num head scan ohsinglora,4,wide,ucf101,1,ohsinglora,2,2,,,75.6,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_ucf101_1shot_r2_h2.log,DATA-0350,75.6,0.0,accuracy_match
num head scan ohsinglora,5,wide,fgvc,1,ohsinglora,4,1,,,28.98,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_fgvc_1shot_r4_h1_lambda_o_0.03.log,DATA-0331,28.98,0.0,accuracy_match
num head scan ohsinglora,5,wide,eurosat,1,ohsinglora,4,1,,,74.22,,method_dataset_shot_config_filtered,3,data/old_result/results_logs_scan_ohsinglora/ohsinglora_eurosat_1shot_r4_h1_lambda_o_0.03.log,DATA-0326,74.22,0.0,accuracy_match
num head scan ohsinglora,5,wide,food101,1,ohsinglora,4,1,,,85.69,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_food101_1shot_r4_h1.log,DATA-0336,85.69,0.0,accuracy_match
num head scan ohsinglora,5,wide,oxford_pets,1,ohsinglora,4,1,,,92.53,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_1shot_r4_h1.log,DATA-0581,92.53,0.0,accuracy_match
num head scan ohsinglora,5,wide,oxford_flowers,1,ohsinglora,4,1,,,81.93,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_1shot_r4_h1.log,DATA-0568,81.93,0.0,accuracy_match
num head scan ohsinglora,5,wide,caltech101,1,ohsinglora,4,1,,,93.79,,method_dataset_shot_config_filtered,3,data/old_result/results_logs_scan_ohsinglora/ohsinglora_caltech101_1shot_r4_h1.log,DATA-0316,93.79,0.0,accuracy_match
num head scan ohsinglora,5,wide,dtd,1,ohsinglora,4,1,,,53.9,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_dtd_1shot_r4_h1_lambda_o_0.03.log,DATA-0321,53.9,0.0,accuracy_match
num head scan ohsinglora,5,wide,ucf101,1,ohsinglora,4,1,,,75.1,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_ucf101_1shot_r4_h1.log,DATA-0351,75.1,0.0,accuracy_match
num head scan ohsinglora,6,wide,fgvc,1,ohsinglora,4,2,,,29.85,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_fgvc_1shot_r4_h2_lambda_o_0.03.log,DATA-0332,29.85,0.0,accuracy_match
num head scan ohsinglora,6,wide,eurosat,1,ohsinglora,4,2,,,73.15,,method_dataset_shot_config_filtered,7,data/old_result/results_logs_scan_ohsinglora/ohsinglora_eurosat_1shot_r4_h2_lambda_o_0.03.log,DATA-0327,73.15,0.0,accuracy_match
num head scan ohsinglora,6,wide,food101,1,ohsinglora,4,2,,,85.76,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_food101_1shot_r4_h2.log,DATA-0556,85.76,0.0,accuracy_match
num head scan ohsinglora,6,wide,oxford_pets,1,ohsinglora,4,2,,,92.8,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_1shot_r4_h2.log,DATA-0582,92.8,0.0,accuracy_match
num head scan ohsinglora,6,wide,oxford_flowers,1,ohsinglora,4,2,,,83.84,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_1shot_r4_h2.log,DATA-0569,83.84,0.0,accuracy_match
num head scan ohsinglora,6,wide,caltech101,1,ohsinglora,4,2,,,94.16,,method_dataset_shot_config_filtered,7,data/old_result/results_logs_scan_ohsinglora/ohsinglora_caltech101_1shot_r4_h2.log,DATA-0317,94.16,0.0,accuracy_match
num head scan ohsinglora,6,wide,dtd,1,ohsinglora,4,2,,,54.26,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_dtd_1shot_r4_h2_lambda_o_0.03.log,DATA-0322,54.26,0.0,accuracy_match
num head scan ohsinglora,6,wide,ucf101,1,ohsinglora,4,2,,,75.95,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_ucf101_1shot_r4_h2.log,DATA-0352,75.95,0.0,accuracy_match
num head scan ohsinglora,7,wide,fgvc,1,ohsinglora,4,4,,,29.97,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_fgvc_1shot_r4_h4_lambda_o_0.03.log,DATA-0333,29.97,0.0,accuracy_match
num head scan ohsinglora,7,wide,eurosat,1,ohsinglora,4,4,,,70.27,,method_dataset_shot_config_filtered,7,data/old_result/results_logs_scan_ohsinglora/ohsinglora_eurosat_1shot_r4_h4_lambda_o_0.03.log,DATA-0328,70.27,0.0,accuracy_match
num head scan ohsinglora,7,wide,food101,1,ohsinglora,4,4,,,85.89,,method_dataset_shot_config_filtered,2,data/old_result/results_logs_scan_ohsinglora/ohsinglora_food101_1shot_r4_h4.log,DATA-0338,85.89,0.0,accuracy_match
num head scan ohsinglora,7,wide,oxford_pets,1,ohsinglora,4,4,,,92.7,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_pets_1shot_r4_h4.log,DATA-0583,92.7,0.0,accuracy_match
num head scan ohsinglora,7,wide,oxford_flowers,1,ohsinglora,4,4,,,82.79,,method_dataset_shot_config_filtered,2,data/result_scan_head/results_logs_scan_ohsinglora/ohsinglora_oxford_flowers_1shot_r4_h4.log,DATA-0570,82.79,0.0,accuracy_match
